Platform,Year,Genre,Publisher,Global_Sales,Is_hit
DS,2007.0,Simulation,Ubisoft,2.81,1
PS2,2003.0,Fighting,THQ,2.8,1
X360,2008.0,Action,LucasArts,2.8,1
DS,2006.0,Platform,Nintendo,2.8,1
PS,1997.0,Sports,Sony Computer Entertainment,2.79,1
PS3,2011.0,Shooter,Sony Computer Entertainment,2.79,1
PS,1998.0,Platform,Sony Computer Entertainment,2.79,1
PS2,2001.0,Fighting,THQ,2.79,1
SNES,1992.0,Role-Playing,Enix Corporation,2.79,1
PS,1996.0,Fighting,GT Interactive,2.79,1
PC,2011.0,Shooter,Electronic Arts,2.79,1
PS2,2001.0,Sports,Electronic Arts,2.79,1
DS,2009.0,Puzzle,Nintendo,2.79,1
3DS,2011.0,Role-Playing,Nintendo,2.79,1
PS2,2003.0,Platform,Sony Computer Entertainment,2.78,1
PS4,2014.0,Action,Sony Computer Entertainment,2.78,1
PS2,2003.0,Platform,Sony Computer Entertainment,2.78,1
PS3,2009.0,Fighting,Namco Bandai Games,2.78,1
PS2,2003.0,Simulation,Electronic Arts,2.77,1
Wii,2007.0,Platform,Sega,2.77,1
X360,2011.0,Action,THQ,2.77,1
2600,1980.0,Shooter,Atari,2.76,1
SNES,1992.0,Misc,Nintendo,2.75,1
PS4,2013.0,Action,Ubisoft,2.74,1
N64,2000.0,Strategy,Nintendo,2.73,0
NES,1986.0,Action,Nintendo,2.73,1
X360,2011.0,Adventure,Take-Two Interactive,2.72,1
X360,2006.0,Shooter,Activision,2.71,1
GBA,2002.0,Action,Nintendo,2.7,1
PS2,2001.0,Action,Virgin Interactive,2.7,1
PS4,2015.0,Fighting,Warner Bros. Interactive Entertainment,2.7,1
N64,1998.0,Misc,Nintendo,2.7,1
X360,2011.0,Sports,Electronic Arts,2.69,1
PS2,2006.0,Action,LucasArts,2.69,1
X360,2010.0,Sports,Electronic Arts,2.69,1
DS,2010.0,Puzzle,Nintendo,2.69,1
X360,2010.0,Sports,Electronic Arts,2.68,1
PS2,2004.0,Racing,Electronic Arts,2.68,1
3DS,2014.0,Role-Playing,Level 5,2.68,1
PS3,2009.0,Racing,Electronic Arts,2.68,1
PS3,2011.0,Role-Playing,Square Enix,2.68,1
Other_platform,1992.0,Fighting,Arena Entertainment,2.67,1
PS2,2005.0,Shooter,Activision,2.67,1
X360,2008.0,Misc,Activision,2.67,1
PS,1998.0,Shooter,Electronic Arts,2.67,1
XB,2004.0,Role-Playing,Microsoft Game Studios,2.66,1
DS,2006.0,Action,Disney Interactive Studios,2.65,1
PS2,2003.0,Action,Ubisoft,2.65,1
Wii,2012.0,Action,Activision,2.65,1
PSP,2006.0,Shooter,Electronic Arts,2.65,0
NES,1986.0,Platform,Nintendo,2.65,1
N64,1996.0,Action,Nintendo,2.65,1
X360,2007.0,Action,LucasArts,2.64,1
PS2,2000.0,Racing,Take-Two Interactive,2.63,1
PSP,2006.0,Fighting,Sony Computer Entertainment,2.63,1
X360,2009.0,Strategy,Microsoft Game Studios,2.63,1
PS3,2009.0,Action,Sony Computer Entertainment,2.63,1
PS2,2004.0,Sports,Sega,2.62,1
Wii,2007.0,Sports,Nintendo,2.62,1
X360,2010.0,Shooter,Electronic Arts,2.62,1
X360,2009.0,Sports,Electronic Arts,2.62,1
X360,2011.0,Sports,Take-Two Interactive,2.62,1
DS,2008.0,Simulation,Nintendo,2.61,1
PS2,2002.0,Action,Electronic Arts,2.61,1
Wii,2010.0,Platform,Nintendo,2.6,1
Other_platform,1990.0,Action,Sega,2.6,1
PS3,2008.0,Sports,Electronic Arts,2.59,1
PS3,2007.0,Platform,Sony Computer Entertainment,2.59,1
PS2,2004.0,Sports,Electronic Arts,2.59,1
PSP,2009.0,Platform,Sony Computer Entertainment,2.58,1
PS4,2013.0,Shooter,Sony Computer Entertainment,2.58,1
X360,2009.0,Action,Take-Two Interactive,2.58,1
PSP,2007.0,Role-Playing,Capcom,2.58,1
PS2,2006.0,Fighting,THQ,2.58,1
PS2,2004.0,Platform,Sony Computer Entertainment,2.57,1
DS,2010.0,Misc,Nintendo,2.57,1
X360,2009.0,Role-Playing,Electronic Arts,2.57,1
PS2,2007.0,Sports,Electronic Arts,2.57,1
GC,2001.0,Platform,Sega,2.56,0
NES,1987.0,Role-Playing,Enix Corporation,2.56,1
PS3,2012.0,Sports,Electronic Arts,2.56,1
GC,2003.0,Role-Playing,Nintendo,2.54,1
Wii,2008.0,Sports,Konami Digital Entertainment,2.54,1
X360,2008.0,Sports,Electronic Arts,2.54,1
2600,2006.4055613528942,Shooter,Atari,2.53,1
PS2,2001.0,Racing,Acclaim Entertainment,2.52,1
N64,2000.0,Action,Nintendo,2.52,1
Wii,2007.0,Misc,Midway Games,2.52,0
NES,1986.0,Role-Playing,Capcom,2.52,1
PS3,2013.0,Action,Square Enix,2.51,1
X360,2006.0,Role-Playing,Activision,2.5,1
PS2,2008.0,Sports,Konami Digital Entertainment,2.5,1
N64,1999.0,Misc,Nintendo,2.5,1
PS3,2011.0,Action,THQ,2.49,1
XB,2003.0,Action,Take-Two Interactive,2.49,1
Wii,2010.0,Action,Warner Bros. Interactive Entertainment,2.49,1
PS2,2002.0,Fighting,Midway Games,2.49,1
PS3,2008.0,Shooter,Sony Computer Entertainment,2.48,1
X360,2008.0,Racing,Disney Interactive Studios,2.48,1
PS,1998.0,Action,Eidos Interactive,2.48,1
PS3,2012.0,Sports,Take-Two Interactive,2.48,1
X360,2006.4055613528942,Misc,Electronic Arts,2.48,1
X360,2013.0,Sports,Take-Two Interactive,2.47,1
GC,2002.0,Misc,Nintendo,2.47,1
Wii,2010.0,Misc,THQ,2.46,1
PS3,2008.0,Racing,Take-Two Interactive,2.45,1
SNES,1992.0,Role-Playing,SquareSoft,2.45,1
PS,1997.0,Role-Playing,SquareSoft,2.45,1
PS,1996.0,Racing,Sony Computer Entertainment,2.44,1
X360,2011.0,Shooter,Microsoft Game Studios,2.44,1
PSP,2006.0,Racing,Electronic Arts,2.44,1
PS2,2003.0,Simulation,Electronic Arts,2.43,1
PC,1997.0,Adventure,Red Orb,2.43,1
X360,2008.0,Shooter,Ubisoft,2.42,1
Other_platform,1998.0,Platform,Sega,2.42,0
NES,1988.0,Sports,Nintendo,2.42,1
PS3,2010.0,Sports,Konami Digital Entertainment,2.42,1
PS2,2003.0,Fighting,Atari,2.41,1
PS2,2001.0,Racing,Sony Computer Entertainment,2.41,1
PS,1998.0,Action,Capcom,2.41,1
XOne,2014.0,Misc,Microsoft Game Studios,2.41,1
PS2,2007.0,Racing,Electronic Arts,2.41,1
XOne,2015.0,Sports,Electronic Arts,2.4,1
PS,1996.0,Puzzle,JVC,2.4,0
NES,1987.0,Fighting,Nintendo,2.4,1
PC,1997.0,Strategy,Electronic Arts,2.4,1
GBA,2006.4055613528942,Adventure,Konami Digital Entertainment,2.39,1
PS4,2015.0,Racing,Electronic Arts,2.39,1
X360,2010.0,Sports,505 Games,2.39,1
Wii,2006.4055613528942,Action,LucasArts,2.39,1
PC,1994.0,Misc,Hasbro Interactive,2.39,1
PS3,2013.0,Action,Warner Bros. Interactive Entertainment,2.39,1
X360,2011.0,Action,Deep Silver,2.39,1
PS2,2005.0,Misc,RedOctane,2.38,1
PS3,2007.0,Action,LucasArts,2.38,1
X360,2011.0,Misc,Microsoft Game Studios,2.38,1
N64,1998.0,Fighting,THQ,2.38,1
PS4,2015.0,Action,Sony Computer Entertainment,2.38,1
PS4,2014.0,Sports,Take-Two Interactive,2.38,1
PS3,2010.0,Sports,Electronic Arts,2.38,1
PS2,2001.0,Misc,Konami Digital Entertainment,2.38,1
X360,2007.0,Sports,Electronic Arts,2.37,1
PC,2004.0,Shooter,Vivendi Games,2.37,1
PS2,2004.0,Action,THQ,2.37,1
PS2,2004.0,Sports,Activision,2.37,1
PS3,2009.0,Sports,Electronic Arts,2.37,1
X360,2011.0,Sports,Microsoft Game Studios,2.36,0
GB,1995.0,Platform,Nintendo,2.36,1
DS,2010.0,Action,Warner Bros. Interactive Entertainment,2.35,0
GB,1996.0,Platform,Nintendo,2.35,0
GB,1998.0,Role-Playing,Eidos Interactive,2.35,1
X360,2008.0,Racing,Take-Two Interactive,2.35,1
Wii,2013.0,Platform,Activision,2.34,1
PS2,2007.0,Fighting,THQ,2.34,1
Wii,2008.0,Sports,Ubisoft,2.34,1
PS2,2001.0,Action,Capcom,2.34,1
X360,2010.0,Simulation,Electronic Arts,2.33,1
3DS,2015.0,Action,Nintendo,2.32,1
XOne,2015.0,Sports,Take-Two Interactive,2.32,1
Wii,2010.0,Misc,Ubisoft,2.32,1
N64,2000.0,Sports,Nintendo,2.32,1
PS,1997.0,Action,Take-Two Interactive,2.32,1
PS2,2004.0,Shooter,Electronic Arts,2.31,1
DS,2004.0,Puzzle,Nintendo,2.31,1
PS,1999.0,Racing,Electronic Arts,2.31,1
SNES,1995.0,Role-Playing,SquareSoft,2.31,1
PS,1998.0,Sports,989 Studios,2.31,1
X360,2013.0,Action,Warner Bros. Interactive Entertainment,2.3,1
PC,2012.0,Action,NCSoft,2.3,1
DS,2008.0,Role-Playing,Nintendo,2.3,1
PS3,2011.0,Action,Deep Silver,2.29,1
PC,1997.0,Action,Eidos Interactive,2.29,1
PS3,2013.0,Action,Sony Computer Entertainment,2.29,1
XB,2004.0,Racing,Electronic Arts,2.28,1
PS3,2009.0,Sports,Konami Digital Entertainment,2.28,1
Wii,2014.0,Misc,Ubisoft,2.28,1
3DS,2015.0,Action,Level 5,2.28,0
NES,1983.0,Platform,Nintendo,2.28,1
PS2,2008.0,Sports,Electronic Arts,2.28,1
PS3,2008.0,Action,LucasArts,2.28,1
PS3,2012.0,Shooter,Take-Two Interactive,2.28,1
PS,1997.0,Racing,Codemasters,2.28,1
3DS,2012.0,Role-Playing,Nintendo,2.27,1
PS3,2009.0,Misc,Sega,2.27,1
Wii,2006.0,Misc,Sega,2.27,1
GBA,2002.0,Platform,Nintendo,2.27,1
GBA,2001.0,Platform,Nintendo,2.26,1
PS3,2007.0,Misc,Activision,2.26,1
Wii,2006.4055613528942,Shooter,Activision,2.26,1
Wii,2007.0,Action,Capcom,2.26,1
PSV,2014.0,Misc,Sony Computer Entertainment Europe,2.25,1
PS2,2002.0,Adventure,Capcom,2.25,1
PS,1997.0,Sports,UEP Systems,2.25,1
GC,2004.0,Role-Playing,Nintendo,2.25,1
PS3,2011.0,Sports,Electronic Arts,2.25,1
Wii,2009.0,Role-Playing,Nintendo,2.25,1
PSP,2008.0,Fighting,Square Enix,2.25,1
GBA,2001.0,Platform,Sega,2.24,1
GBA,2001.0,Platform,Vivendi Games,2.23,0
NES,1990.0,Action,Konami Digital Entertainment,2.23,1
DS,2008.0,Action,Activision,2.23,1
PS2,2009.0,Simulation,Konami Digital Entertainment,2.23,1
WiiU,2013.0,Platform,Nintendo,2.22,1
PS2,2003.0,Action,Ubisoft,2.22,1
DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,2.22,0
GB,1998.0,Adventure,Nintendo,2.22,1
X360,2010.0,Racing,Electronic Arts,2.22,1
X360,2010.0,Shooter,Take-Two Interactive,2.21,1
XOne,2013.0,Action,Ubisoft,2.21,1
PS2,2006.0,Action,Capcom,2.21,1
X360,2008.0,Misc,Electronic Arts,2.2,1
2600,1981.0,Action,Parker Bros.,2.2,1
X360,2007.0,Misc,Activision,2.2,0
GB,2000.0,Platform,Nintendo,2.2,0
NES,1986.0,Sports,Namco Bandai Games,2.2,1
Wii,2008.0,Platform,Sega,2.2,1
DS,2007.0,Puzzle,Disney Interactive Studios,2.2,1
PS3,2011.0,Action,Konami Digital Entertainment,2.19,1
X360,2006.0,Action,THQ,2.19,1
XB,2003.0,Role-Playing,Activision,2.19,0
GB,1992.0,Misc,Nintendo,2.19,0
GB,2000.0,Platform,Nintendo,2.19,1
PS3,2012.0,Action,Square Enix,2.19,0
GB,2000.0,Role-Playing,Konami Digital Entertainment,2.18,1
PS2,2002.0,Racing,THQ,2.18,1
XOne,2013.0,Racing,Microsoft Game Studios,2.18,1
X360,2013.0,Sports,Electronic Arts,2.18,1
DS,2006.0,Role-Playing,Nintendo,2.18,1
GBA,2003.0,Role-Playing,Nintendo,2.17,1
X360,2010.0,Role-Playing,Square Enix,2.17,1
N64,1998.0,Simulation,Nintendo,2.17,0
NES,1984.0,Sports,Nintendo,2.17,1
PC,2001.0,Simulation,Electronic Arts,2.16,1
Wii,2009.0,Sports,Ubisoft,2.16,1
PS,2000.0,Shooter,Sony Computer Entertainment,2.15,0
PS4,2015.0,Shooter,Ubisoft,2.15,0
NES,1987.0,Sports,Nintendo,2.15,1
XOne,2014.0,Sports,Electronic Arts,2.15,1
PSP,2007.0,Shooter,Activision,2.14,1
SNES,1996.0,Role-Playing,Nintendo,2.14,0
NES,1983.0,Misc,Nintendo,2.14,0
NES,1988.0,Racing,Nintendo,2.14,1
PC,1992.0,Simulation,Maxis,2.14,1
2600,1981.0,Shooter,Imagic,2.13,1
PS2,2004.0,Simulation,Konami Digital Entertainment,2.13,1
DS,2006.0,Puzzle,Nintendo,2.13,1
GBA,2003.0,Role-Playing,SquareSoft,2.13,0
PS4,2016.0,Action,Ubisoft,2.13,1
DS,2010.0,Action,Disney Interactive Studios,2.12,1
DS,2006.0,Role-Playing,Square Enix,2.12,1
Wii,2010.0,Platform,Nintendo,2.12,1
XB,2001.0,Racing,Microsoft Game Studios,2.12,0
GB,1989.0,Sports,Nintendo,2.12,1
PS3,2011.0,Sports,Take-Two Interactive,2.11,1
PS3,2009.0,Shooter,Take-Two Interactive,2.11,1
N64,2000.0,Sports,Activision,2.11,1
PS3,2008.0,Sports,Konami Digital Entertainment,2.11,1
PS2,2002.0,Racing,Electronic Arts,2.11,1
Wii,2010.0,Sports,Nintendo,2.11,1
Wii,2006.4055613528942,Misc,MTV Games,2.11,1
PS2,2003.0,Action,Tecmo Koei,2.11,1
X360,2011.0,Fighting,Warner Bros. Interactive Entertainment,2.11,1
PS,1998.0,Role-Playing,SquareSoft,2.1,1
PS2,2002.0,Platform,THQ,2.1,1
XB,2002.0,Action,Microsoft Game Studios,2.1,1
PSP,2005.0,Racing,Electronic Arts,2.1,1
X360,2011.0,Shooter,Valve Software,2.1,1
PS2,2005.0,Action,Capcom,2.09,1
PS,1997.0,Sports,ASCII Entertainment,2.09,1
X360,2006.0,Action,Capcom,2.09,1
PS2,2003.0,Action,THQ,2.09,1
X360,2010.0,Action,Take-Two Interactive,2.09,1
Wii,2009.0,Misc,Mindscape,2.09,1
DS,2006.0,Simulation,Electronic Arts,2.09,0
PS4,2015.0,Shooter,Electronic Arts,2.09,1
PSP,2010.0,Action,Konami Digital Entertainment,2.09,1
PC,2010.0,Role-Playing,Activision,2.08,1
PS2,2002.0,Puzzle,THQ,2.08,1
PS3,2008.0,Racing,Electronic Arts,2.08,1
Wii,2007.0,Simulation,Konami Digital Entertainment,2.08,1
GC,2003.0,Misc,Nintendo,2.08,1
PS3,2010.0,Action,Take-Two Interactive,2.08,1
PC,1998.0,Strategy,Electronic Arts,2.08,1
PC,1994.0,Strategy,Activision,2.08,1
PS3,2010.0,Sports,Electronic Arts,2.08,1
PS,2002.0,Shooter,Take-Two Interactive,2.07,1
PSP,2010.0,Role-Playing,Square Enix,2.07,1
X360,2009.0,Fighting,THQ,2.07,1
PS3,2011.0,Role-Playing,Namco Bandai Games,2.07,1
GBA,2001.0,Strategy,Konami Digital Entertainment,2.07,1
X360,2007.0,Racing,Electronic Arts,2.06,1
PS3,2010.0,Simulation,Electronic Arts,2.06,1
X360,2010.0,Action,Ubisoft,2.06,1
GBA,2005.0,Role-Playing,Nintendo,2.06,1
GBA,2004.0,Action,THQ,2.06,1
PS,1998.0,Racing,Namco Bandai Games,2.06,1
PS2,2003.0,Fighting,Namco Bandai Games,2.06,1
3DS,2013.0,Role-Playing,Nintendo,2.06,1
PS3,2007.0,Racing,Electronic Arts,2.05,1
DS,2008.0,Misc,Take-Two Interactive,2.05,1
PS3,2013.0,Sports,Take-Two Interactive,2.05,1
DS,2005.0,Role-Playing,Nintendo,2.05,1
GC,2002.0,Misc,Infogrames,2.05,1
PS3,2013.0,Role-Playing,Activision,2.05,1
Other_platform,1992.0,Sports,Arena Entertainment,2.05,1
X360,2007.0,Racing,Microsoft Game Studios,2.05,1
DS,2009.0,Role-Playing,Square Enix,2.04,1
X360,2011.0,Misc,Microsoft Game Studios,2.04,1
Wii,2008.0,Misc,Ubisoft,2.04,1
PS2,2006.0,Shooter,Sony Computer Entertainment,2.04,1
PS2,2005.0,Action,Ubisoft,2.04,1
GBA,2003.0,Platform,Nintendo,2.04,1
PS3,2011.0,Action,Electronic Arts,2.04,0
PS4,2014.0,Sports,Electronic Arts,2.03,1
N64,1998.0,Sports,Nintendo,2.03,1
X360,2011.0,Misc,Ubisoft,2.03,1
PS2,2003.0,Sports,Electronic Arts,2.03,1
PS3,2008.0,Action,Electronic Arts,2.02,1
X360,2005.0,Shooter,Activision,2.02,1
X360,2014.0,Sports,Electronic Arts,2.02,1
X360,2012.0,Racing,Microsoft Game Studios,2.02,1
DS,2007.0,Puzzle,Midway Games,2.01,1
XOne,2016.0,Shooter,Ubisoft,2.01,1
PS3,2013.0,Action,Warner Bros. Interactive Entertainment,2.0,1
3DS,2012.0,Role-Playing,Nintendo,2.0,0
PS4,2014.0,Racing,Sony Computer Entertainment,2.0,1
SNES,1993.0,Fighting,Nintendo,2.0,1
PS3,2008.0,Fighting,Midway Games,2.0,1
PS,1997.0,Action,Activision,1.99,0
GB,1989.0,Sports,Nintendo,1.99,1
GBA,2002.0,Action,Electronic Arts,1.99,1
PS,2002.0,Action,Electronic Arts,1.98,1
SNES,1991.0,Simulation,Nintendo,1.98,1
XOne,2013.0,Shooter,Electronic Arts,1.98,1
X360,2012.0,Shooter,Capcom,1.98,0
PS4,2014.0,Role-Playing,Electronic Arts,1.97,1
DS,2010.0,Platform,Sega,1.97,1
PS2,2002.0,Platform,Universal Interactive,1.97,1
Wii,2008.0,Shooter,Activision,1.97,1
PS2,2003.0,Action,Capcom,1.97,1
PS3,2008.0,Racing,Electronic Arts,1.97,1
2600,1981.0,Action,Atari,1.97,1
X360,2013.0,Shooter,Take-Two Interactive,1.96,1
PSP,2004.0,Sports,Sony Computer Entertainment,1.96,0
NES,1986.0,Racing,Nintendo,1.96,0
NES,1985.0,Sports,Nintendo,1.96,1
DS,2006.0,Platform,Nintendo,1.96,1
X360,2006.0,Shooter,Ubisoft,1.96,1
X360,2014.0,Shooter,Activision,1.95,1
PS2,2003.0,Racing,Vivendi Games,1.95,1
XB,2005.0,Action,Take-Two Interactive,1.95,1
PC,1994.0,Shooter,LucasArts,1.95,1
PS2,2003.0,Sports,Electronic Arts,1.95,1
PS2,2003.0,Fighting,Electronic Arts,1.94,1
X360,2008.0,Sports,Electronic Arts,1.94,1
PC,1999.0,Misc,Disney Interactive Studios,1.94,1
PS,2001.0,Adventure,THQ,1.94,0
GB,1989.0,Puzzle,Nintendo,1.94,1
PS2,2004.0,Fighting,Atari,1.94,1
PS,1997.0,Racing,Sony Computer Entertainment,1.94,1
PS2,2002.0,Shooter,Ubisoft,1.94,1
PS2,2004.0,Role-Playing,Activision,1.93,1
X360,2013.0,Action,Warner Bros. Interactive Entertainment,1.93,1
PS3,2008.0,Misc,Activision,1.93,1
SNES,1993.0,Fighting,Acclaim Entertainment,1.93,1
SAT,1995.0,Fighting,Sega,1.93,0
GB,1998.0,Puzzle,Nintendo,1.93,1
X360,2008.0,Fighting,Midway Games,1.93,1
PS3,2014.0,Action,Ubisoft,1.93,1
Wii,2008.0,Sports,Nintendo,1.93,1
X360,2013.0,Action,Square Enix,1.92,0
GB,2001.0,Action,Nintendo,1.92,1
X360,2009.0,Racing,Electronic Arts,1.92,1
Wii,2008.0,Misc,Electronic Arts,1.92,1
PS2,2001.0,Shooter,THQ,1.92,1
PC,2003.0,Simulation,Electronic Arts,1.92,1
PS2,2004.0,Racing,THQ,1.92,1
PS,1996.0,Misc,Sony Computer Entertainment,1.92,1
Wii,2009.0,Misc,Disney Interactive Studios,1.92,1
N64,2000.0,Misc,Nintendo,1.91,1
Wii,2008.0,Action,LucasArts,1.91,1
Wii,2008.0,Misc,Midway Games,1.91,0
PS4,2015.0,Shooter,Activision,1.91,1
Wii,2011.0,Action,LucasArts,1.91,1
GC,2001.0,Simulation,LucasArts,1.9,1
PS3,2012.0,Shooter,Take-Two Interactive,1.9,0
PS4,2013.0,Racing,Electronic Arts,1.89,1
PS3,2008.0,Sports,Electronic Arts,1.89,1
3DS,2013.0,Role-Playing,Nintendo,1.89,1
PS3,2009.0,Platform,Sony Computer Entertainment,1.88,1
PS,1999.0,Role-Playing,Konami Digital Entertainment,1.88,1
PS2,2004.0,Fighting,Midway Games,1.88,1
PS,1999.0,Sports,Sony Computer Entertainment,1.88,1
PS2,2005.0,Shooter,Electronic Arts,1.88,1
PS,1998.0,Fighting,THQ,1.88,1
PS2,2007.0,Misc,Disney Interactive Studios,1.87,1
GC,2002.0,Adventure,Nintendo,1.87,1
PS,1998.0,Sports,Electronic Arts,1.87,1
PS2,2001.0,Action,THQ,1.87,1
3DS,2013.0,Platform,Nintendo,1.87,0
GB,2001.0,Adventure,Nintendo,1.86,1
XB,2005.0,Sports,Electronic Arts,1.86,1
PS2,2004.0,Platform,Activision,1.86,1
PS,1999.0,Role-Playing,Sony Computer Entertainment,1.86,1
N64,1997.0,Platform,Acclaim Entertainment,1.86,1
PS2,2004.0,Misc,Sony Computer Entertainment,1.86,0
PS4,2014.0,Platform,Sony Computer Entertainment,1.86,1
PS2,2001.0,Sports,Electronic Arts,1.86,1
DS,2009.0,Action,Disney Interactive Studios,1.86,1
PS,1999.0,Role-Playing,SquareSoft,1.86,1
Wii,2010.0,Action,Activision,1.86,1
3DS,2013.0,Misc,Nintendo,1.85,1
PS2,2004.0,Platform,Sony Computer Entertainment,1.85,1
Wii,2007.0,Misc,Ubisoft,1.85,1
GBA,2004.0,Role-Playing,Square Enix,1.85,0
NES,1984.0,Action,Nintendo,1.85,1
PS3,2011.0,Action,Sony Computer Entertainment,1.85,1
PS2,2001.0,Racing,Unknown,1.84,1
PS3,2009.0,Role-Playing,Namco Bandai Games,1.84,1
PS2,2005.0,Sports,Electronic Arts,1.84,1
N64,1998.0,Simulation,Nintendo,1.83,1
GBA,2005.0,Misc,THQ,1.83,1
PC,2012.0,Role-Playing,Activision,1.83,1
PS,1996.0,Racing,Sony Computer Entertainment,1.83,0
PS4,2015.0,Action,Square Enix,1.83,1
SNES,1993.0,Role-Playing,SquareSoft,1.83,0
X360,2007.0,Shooter,Electronic Arts,1.83,1
PS,1995.0,Simulation,Sony Computer Entertainment,1.83,1
3DS,2014.0,Platform,Nintendo,1.82,1
Other_platform,1994.0,Platform,Sega,1.82,1
PS2,2001.0,Misc,Namco Bandai Games,1.82,1
PC,2001.0,Simulation,Electronic Arts,1.82,1
Wii,2007.0,Shooter,Nintendo,1.82,1
DS,2010.0,Role-Playing,Nintendo,1.81,0
PS4,2014.0,Action,Bethesda Softworks,1.81,1
PS2,2003.0,Simulation,Konami Digital Entertainment,1.81,1
Other_platform,2000.0,Racing,Sega,1.81,1
PS2,2002.0,Fighting,Sega,1.81,1
PS2,2004.0,Platform,Sony Computer Entertainment,1.81,1
PS2,2008.0,Misc,Activision,1.8,1
GBA,2002.0,Platform,Sega,1.8,0
X360,2006.0,Sports,Electronic Arts,1.8,1
PS3,2010.0,Action,Take-Two Interactive,1.8,1
PS,1999.0,Sports,989 Studios,1.8,1
PS3,2015.0,Shooter,Activision,1.79,0
SNES,1994.0,Platform,Virgin Interactive,1.79,1
PS3,2013.0,Adventure,Sony Computer Entertainment,1.79,0
X360,2012.0,Action,Microsoft Game Studios,1.78,1
PS2,2003.0,Racing,Take-Two Interactive,1.78,1
DS,2006.0,Role-Playing,Square Enix,1.78,1
PS,2001.0,Action,THQ,1.78,1
PS2,2004.0,Action,Sony Computer Entertainment,1.78,1
3DS,2011.0,Puzzle,Nintendo,1.78,1
PS3,2010.0,Action,Square Enix,1.78,1
PS3,2012.0,Role-Playing,Capcom,1.78,1
WiiU,2013.0,Action,Nintendo,1.77,1
PS2,2005.0,Action,Vivendi Games,1.77,1
Wii,2007.0,Misc,Disney Interactive Studios,1.77,1
WiiU,2013.0,Misc,Nintendo,1.77,1
PS3,2013.0,Sports,Electronic Arts,1.77,0
SNES,1991.0,Role-Playing,Square,1.77,1
N64,2000.0,Platform,Nintendo,1.77,1
XB,2001.0,Fighting,Microsoft Game Studios,1.77,1
PS3,2009.0,Fighting,THQ,1.77,0
GB,1991.0,Adventure,Nintendo,1.76,1
PS,1998.0,Fighting,Acclaim Entertainment,1.76,1
PS2,2004.0,Platform,THQ,1.76,1
GBA,2001.0,Role-Playing,Nintendo,1.76,1
Other_platform,1994.0,Platform,Sega,1.76,0
NES,1986.0,Platform,Nintendo,1.76,1
PS2,2004.0,Fighting,Electronic Arts,1.76,1
XB,2002.0,Shooter,Ubisoft,1.76,1
PS2,2002.0,Action,Take-Two Interactive,1.76,1
PS3,2013.0,Shooter,Take-Two Interactive,1.76,0
X360,2012.0,Action,Square Enix,1.76,1
GBA,2007.0,Action,THQ,1.76,0
X360,2015.0,Shooter,Activision,1.76,1
PS2,2004.0,Simulation,Electronic Arts,1.76,1
PS3,2007.0,Sports,Electronic Arts,1.76,1
PS2,2001.0,Simulation,Activision,1.76,1
PS,1998.0,Sports,Electronic Arts,1.75,1
PS3,2013.0,Role-Playing,Square Enix,1.75,1
XB,2004.0,Shooter,Activision,1.75,1
PS2,2001.0,Sports,Konami Digital Entertainment,1.75,0
X360,2007.0,Shooter,Microsoft Game Studios,1.75,0
NES,1991.0,Puzzle,Nintendo,1.75,0
SNES,1993.0,Platform,Capcom,1.75,0
NES,1993.0,Platform,Nintendo,1.75,1
DS,2009.0,Simulation,505 Games,1.75,1
PS2,2008.0,Simulation,Konami Digital Entertainment,1.75,1
GBA,2004.0,Misc,THQ,1.75,1
PS,1999.0,Adventure,LucasArts,1.74,1
PS2,2002.0,Role-Playing,Namco Bandai Games,1.74,1
PS3,2011.0,Shooter,Valve,1.74,1
Wii,2009.0,Misc,MTV Games,1.74,1
XOne,2015.0,Racing,Microsoft Game Studios,1.74,1
Wii,2010.0,Platform,Sega,1.74,1
N64,1996.0,Racing,Nintendo,1.74,1
PS,1998.0,Sports,Electronic Arts,1.74,0
PS4,2014.0,Role-Playing,Activision,1.74,1
PSV,2011.0,Shooter,Sony Computer Entertainment,1.74,1
PS3,2014.0,Shooter,Activision,1.73,1
PS2,2001.0,Sports,Electronic Arts,1.73,0
PS4,2016.0,Shooter,Activision,1.73,1
PS,1998.0,Action,989 Studios,1.73,0
GB,2001.0,Action,Electronic Arts,1.73,1
Wii,2013.0,Action,Disney Interactive Studios,1.73,1
GBA,2002.0,Platform,Universal Interactive,1.73,0
X360,2012.0,Action,Bethesda Softworks,1.73,1
PS2,2003.0,Action,Take-Two Interactive,1.72,0
PS4,2015.0,Shooter,Sony Computer Entertainment,1.72,0
PS4,2015.0,Role-Playing,Bethesda Softworks,1.72,1
PS2,2008.0,Shooter,Activision,1.72,1
DS,2008.0,Simulation,Ubisoft,1.72,1
PC,2011.0,Shooter,Activision,1.72,1
XB,2004.0,Sports,Electronic Arts,1.72,1
PS2,2003.0,Role-Playing,Ubisoft,1.72,1
PC,2010.0,Simulation,Electronic Arts,1.71,1
Wii,2009.0,Puzzle,Warner Bros. Interactive Entertainment,1.71,1
PS,1998.0,Platform,Activision,1.71,1
DS,2007.0,Misc,Mindscape,1.71,1
PS2,2004.0,Simulation,Sony Computer Entertainment Europe,1.71,1
XB,2003.0,Racing,Electronic Arts,1.71,1
DS,2006.0,Misc,Nintendo,1.71,1
